Iteration	Posterior	Likelihood	Prior	age_extant	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	turnover
642000	-614.4773	-504.3175	-110.1598	23.43599	0.04453098	-0.04560626	0.20814	0.0322224	4	28.03114	0.1625338	16.0646	10.1099	8.5848	8.52829	12.4642	1.280596
642500	-607.1213	-507.4285	-99.69279	22.14527	0.04524698	0.1260935	0.04857831	0.03429288	5	26.2023	0.1746718	17.3472	14.2968	15.7677	7.68949	16.1125	0.278112
643000	-616.192	-506.9696	-109.2224	26.19885	0.04996358	0.1267776	0.07533239	0.02026989	3	29.62581	0.20211	16.5848	10.7981	14.1137	10.6996	15.5642	0.3727297
643500	-614.1715	-507.5128	-106.6588	26.20604	0.0442515	0.0898087	0.1094483	0.02944606	3	27.61308	0.199257	17.001	13.3094	12.4385	7.71493	20.773	0.549282
644000	-608.5664	-504.4671	-104.0993	24.2518	0.04354193	0.1961621	0.02258652	0.07539605	5	26.85683	0.2187486	16.9339	15.429	14.3782	7.99785	17.4369	0.1032533
644500	-615.5034	-506.3446	-109.1588	27.56362	0.0332148	0.0579679	0.1140199	0.02115102	4	29.93942	0.1719878	17.0372	13.0692	6.91709	8.38806	15.0028	0.6629533
645000	-615.7274	-514.4964	-101.231	23.20573	0.05634855	0.1834877	0.1045015	0.07222683	5	25.1222	0.2879891	18.9432	6.74249	8.89085	8.05121	12.622	0.362866
645500	-618.752	-510.3295	-108.4226	23.40989	0.03923305	0.04555785	0.1734286	0.03943866	3	23.84099	0.2189864	16.4176	10.6405	7.28899	9.80896	19.5691	0.7919604
646000	-608.4662	-502.2934	-106.1728	22.41278	0.04784236	0.118866	0.1753392	0.02426405	3	23.47337	0.2942052	16.0337	15.2029	15.783	9.50167	11.9363	0.5959759
646500	-613.0258	-503.6955	-109.3303	26.31814	0.03464636	0.09055001	0.0354632	0.04745181	4	29.45284	0.1260132	17.9443	10.851	5.74304	11.4721	17.9919	0.2814245
647000	-612.432	-502.9567	-109.4753	23.1815	0.04407608	0.05616546	0.1973046	0.02251124	3	24.56392	0.25347	17.5467	8.48785	7.27676	8.69666	15.9804	0.7784138
647500	-609.2927	-502.1283	-107.1644	24.8036	0.03838492	0.131532	0.05664778	0.0264854	4	28.92225	0.1881797	18.5373	8.90033	11.7073	7.73746	17.9534	0.3010302
648000	-612.4149	-504.0518	-108.3631	25.87693	0.04455887	0.1758813	0.04045012	0.08046377	4	27.40914	0.2163314	16.4114	9.89222	10.9763	8.07945	21.4812	0.1869822
648500	-612.1889	-499.0874	-113.1014	28.05073	0.03594134	0.08542813	0.07211615	0.01611222	3	28.69082	0.1575443	16.5306	14.5046	11.944	9.58694	14.755	0.4577516
649000	-614.7981	-506.9735	-107.8246	24.49091	0.04594319	0.08934056	0.1591885	0.02189904	3	26.80337	0.2485291	15.9731	10.1742	6.93255	11.5161	18.9305	0.6405227
649500	-606.7418	-501.5472	-105.1946	22.86952	0.0395599	0.1390601	0.03054806	0.05162969	4	26.06866	0.1696082	19.3629	10.9353	12.4552	8.64384	14.1451	0.1801096
650000	-607.5363	-499.9381	-107.5982	27.90804	0.0456036	0.09358572	0.05005186	0.032363	4	29.89938	0.1436376	18.3306	7.37425	11.3234	8.39906	21.3236	0.3484594
650500	-609.6969	-502.1994	-107.4975	24.6787	0.0386899	0.09595693	0.04552523	0.02503649	4	29.16624	0.1414822	18.1134	7.80028	6.30787	8.59563	21.4193	0.3217736
651000	-614.4278	-509.1186	-105.3093	22.85864	0.05071608	0.1266137	0.07218835	0.02167971	4	29.24509	0.1988021	17.0118	13.6092	13.6132	7.65613	18.5398	0.3631166
651500	-613.5433	-508.5314	-105.0119	21.08373	0.04989911	0.2200737	0.04069012	0.02640222	4	24.30138	0.2607638	16.7716	15.1674	15.747	8.13931	17.9495	0.1560421
652000	-617.1613	-504.2636	-112.8977	28.49797	0.04067229	0.04835639	0.1758601	0.02570319	3	29.75306	0.2242165	19.7503	12.5012	9.83268	7.6078	19.279	0.7843317
652500	-612.7054	-508.2368	-104.4685	20.43799	0.05468707	0.1235374	0.09230674	0.05229758	3	24.85192	0.2158441	17.582	15.4784	13.4368	9.77925	13.8603	0.4276546
653000	-612.2704	-503.4362	-108.8341	22.73006	0.04501161	0.09673141	0.09710601	0.01415654	3	27.20271	0.1938374	19.7594	9.24877	7.9764	9.23916	18.0405	0.5009663
653500	-610.7546	-501.6351	-109.1195	24.14188	0.05472041	0.02004806	0.2167668	0.05918704	4	25.99851	0.2368149	16.7418	13.5605	13.0997	7.94294	16.3408	0.9153429
654000	-606.1237	-501.8923	-104.2314	20.97315	0.0501667	0.1747731	0.05497296	0.06778739	4	23.02196	0.229746	17.1416	11.6724	12.5088	8.86787	13.4824	0.2392771
654500	-606.8051	-506.8118	-99.99336	21.97705	0.0644628	0.1176726	0.1051697	0.04750571	4	23.05596	0.2228423	16.54	8.21295	11.8242	7.63137	13.1973	0.4719467
655000	-606.9599	-501.7478	-105.2121	28.015	0.04992473	0.08514318	0.07019868	0.02950027	4	29.00139	0.1553419	17.1762	8.73145	8.61719	8.95853	16.6077	0.451898
655500	-620.4652	-509.1087	-111.3565	26.70145	0.03585042	0.1093132	0.07229096	0.0124462	4	27.97025	0.1816042	17.448	9.58876	15.0929	10.1875	16.8264	0.3980688
656000	-608.8973	-504.0835	-104.8138	26.73312	0.04456284	0.1331169	0.05247233	0.03984245	4	29.61363	0.1855892	19.5257	8.67133	10.0159	8.3487	19.8091	0.2827338
656500	-606.0904	-500.4519	-105.6385	26.50577	0.04279467	0.1083395	0.04092698	0.03945672	4	26.5962	0.1492665	17.467	10.2989	8.73702	10.1555	14.5826	0.2741873
657000	-608.4938	-502.1338	-106.36	22.7648	0.0496864	0.1132145	0.03388371	0.07650964	4	24.00301	0.1470983	17.9001	10.3784	11.8683	8.0031	14.968	0.2303475
657500	-615.265	-505.5177	-109.7473	22.63673	0.04115261	0.09533781	0.03192241	0.07060717	4	25.55833	0.1272602	20.319	7.98356	9.06992	10.034	12.3273	0.2508436
658000	-607.7082	-505.3339	-102.3744	22.53094	0.04883164	0.1518692	0.06731603	0.03712186	4	25.12778	0.2191853	17.2279	13.6074	14.1542	10.941	13.2751	0.3071193
658500	-616.3373	-503.2142	-113.1232	27.82156	0.03034951	0.1905067	0.03534124	0.04576461	4	27.99403	0.225848	18.8625	5.84759	10.8521	8.69302	15.9894	0.1564825
659000	-615.1233	-504.6115	-110.5117	27.67368	0.0347414	0.08310493	0.07549935	0.0110153	4	29.2162	0.1586043	19.124	5.59352	9.88064	10.9962	21.841	0.4760234
659500	-614.7518	-504.766	-109.9859	29.13669	0.04043359	0.06815849	0.1496489	0.02184199	3	29.13906	0.2178074	18.0204	15.2347	15.8431	8.28084	20.768	0.6870699
660000	-614.7941	-506.6296	-108.1645	27.59531	0.0311756	0.06030522	0.1060339	0.02815348	4	29.00748	0.1663391	16.5454	13.5382	15.5324	7.50983	19.8203	0.6374561
660500	-612.9146	-505.7458	-107.1687	21.62584	0.03687834	0.1475056	0.006091404	0.03709684	4	25.66985	0.153597	17.8922	6.42632	7.38201	9.54503	14.1092	0.03965836
661000	-616.2912	-507.8035	-108.4877	23.59872	0.03212374	0.1400829	0.05586407	0.03060496	4	27.78175	0.195947	16.6239	11.1629	14.9394	8.8032	13.8177	0.2850979
661500	-615.9291	-503.2311	-112.6981	28.83307	0.03209842	0.1196827	0.01886339	0.04717207	3	29.25594	0.1385461	17.5032	10.5176	10.138	10.9627	20.81	0.1361524
662000	-612.7427	-501.6336	-111.1091	24.91184	0.03444598	0.130525	0.04401043	0.03547084	3	25.56514	0.1745354	16.7952	11.0832	7.83773	10.0538	16.6283	0.2521575
662500	-608.0865	-504.9217	-103.1647	20.15538	0.05125165	0.09474842	0.1415208	0.03194211	4	25.4559	0.2362692	19.5465	9.83344	9.75935	7.62628	17.3302	0.5989811
663000	-606.9538	-500.2835	-106.6703	23.21922	0.05017198	0.1387994	0.1299875	0.05856957	3	26.22279	0.268787	17.1231	7.64062	7.79587	8.93711	11.9332	0.4836081
663500	-605.6471	-499.3862	-106.2608	27.66841	0.04515281	0.05990888	0.07125006	0.0328566	4	28.87867	0.1311589	16.8156	12.6313	13.0317	10.9717	15.2689	0.5432345
664000	-614.186	-503.5813	-110.6047	25.92521	0.03506601	0.04523849	0.1576089	0.04357374	3	28.18863	0.2028474	16.9387	7.37165	6.28373	7.78094	18.1334	0.7769827
664500	-610.7428	-505.5606	-105.1823	21.56759	0.03661376	0.1314445	0.06008611	0.04785306	4	21.93635	0.1915306	16.9727	10.543	11.6662	10.6377	15.7644	0.3137154
665000	-615.0271	-510.8983	-104.1288	23.70046	0.04117501	0.1850557	0.0565995	0.05608604	4	25.20533	0.2416552	16.8167	15.0505	15.7051	7.64474	12.8614	0.2342159
665500	-612.6678	-506.0184	-106.6493	23.65411	0.04313849	0.1132013	0.0366909	0.05189661	4	24.41801	0.1498922	17.8865	8.05667	7.67403	9.23437	22.2299	0.2447819
666000	-612.7579	-499.8023	-112.9556	26.76713	0.03819747	0.05159683	0.1902	0.01270837	2	27.20203	0.2417968	17.6888	11.3315	11.1167	9.14084	18.3767	0.7866108
666500	-611.3598	-503.6886	-107.6712	25.20991	0.0413526	0.04160128	0.1274652	0.01756938	4	25.25132	0.1690664	17.8049	12.2925	13.5308	9.75837	14.5346	0.7539353
667000	-609.3747	-507.0462	-102.3285	22.6691	0.0556319	0.1722519	0.03691977	0.04298964	4	23.41397	0.2091717	17.6405	7.97775	7.30391	8.58568	16.6046	0.1765046
667500	-614.6793	-507.348	-107.3313	24.23031	0.03369124	0.1002214	0.05456324	0.01681799	4	28.50845	0.1547846	16.646	11.5748	9.22725	10.3894	12.6753	0.3525107
668000	-606.0191	-500.3327	-105.6863	23.38786	0.05103598	0.1566087	0.06493479	0.02923775	3	24.06454	0.2215435	17.0298	6.60167	6.85961	9.17242	19.5256	0.2931018
668500	-614.2824	-497.6034	-116.679	29.14089	0.03116666	0.09903862	0.009243888	0.05638834	3	29.89969	0.1082825	16.3852	14.831	14.6083	10.1991	15.4069	0.08536825
669000	-620.8109	-511.8614	-108.9495	25.79264	0.04268061	0.08056336	0.1498956	0.0344336	4	27.11908	0.2304589	15.9849	13.2111	12.2025	8.02366	14.9307	0.650422
669500	-608.7998	-502.255	-106.5448	26.5099	0.04619193	0.1355629	0.08621542	0.03202501	4	26.94945	0.2217784	16.1422	13.1694	13.5553	10.1316	12.2766	0.3887459
670000	-606.9864	-502.1964	-104.79	22.00713	0.04546019	0.09634138	0.03123589	0.05277327	4	23.73635	0.1275773	16.0857	5.71895	5.41019	10.0739	13.5854	0.244839
670500	-615.756	-510.8614	-104.8946	24.8789	0.03382845	0.09697341	0.01294122	0.05796308	5	26.55365	0.1099146	16.4683	10.533	6.93194	7.4487	15.3926	0.1177389
671000	-615.8194	-507.6927	-108.1267	23.97438	0.04694387	0.06417777	0.1371975	0.03467029	3	28.98709	0.2013753	16.1303	11.3616	13.1512	10.1616	13.2335	0.6813026
671500	-619.4288	-509.9012	-109.5276	24.18326	0.03022375	0.07537895	0.0784835	0.02222875	4	29.37681	0.1538625	17.7299	9.96311	13.4672	8.99536	12.1039	0.5100887
672000	-610.2293	-504.2527	-105.9766	22.2278	0.03928758	0.1023151	0.06751057	0.05738499	4	26.46914	0.1698257	16.6531	12.3902	11.9013	7.53255	14.334	0.3975286
672500	-611.0434	-503.7297	-107.3137	22.11219	0.0361435	0.06737457	0.09591651	0.05016474	4	29.68981	0.1632911	17.7308	11.4985	8.09377	8.92561	13.5516	0.5873959
673000	-607.3695	-500.5602	-106.8093	20.86819	0.04129229	0.08880908	0.0535247	0.1210977	4	21.59341	0.1423338	16.094	15.588	15.3646	8.98962	12.3569	0.3760506
673500	-607.2658	-499.8136	-107.4522	23.72158	0.03514651	0.1373992	0.05857736	0.02791681	4	23.93247	0.1959766	16.1553	9.94948	9.8868	11.5517	17.8788	0.2988998
674000	-606.0468	-502.4421	-103.6046	21.56825	0.04657126	0.07074414	0.193299	0.03409026	4	21.97996	0.2640432	16.3566	12.9143	11.6091	7.90579	16.5419	0.7320736
674500	-612.0684	-507.5995	-104.469	22.34316	0.04498216	0.1253836	0.06075032	0.03257023	4	26.36452	0.1861339	16.7743	12.1746	13.8367	8.9773	17.291	0.3263797
675000	-610.6294	-506.0997	-104.5297	25.00419	0.05031865	0.1047339	0.08903364	0.023447	4	29.51987	0.1937675	16.024	14.6395	14.6085	7.50593	19.8932	0.4594869
675500	-613.9623	-508.0603	-105.902	24.05932	0.03839788	0.1360276	0.0301561	0.02888312	4	25.31585	0.1661837	16.1574	10.1955	13.6355	7.96607	19.6779	0.1814624
676000	-616.4798	-509.3733	-107.1065	27.20926	0.05410353	0.05445025	0.0422067	0.0494536	4	28.83315	0.09665694	19.5677	12.5115	12.9407	9.96885	18.7617	0.4366649
676500	-615.1627	-502.9126	-112.2501	25.02309	0.03463011	0.1683459	0.0991539	0.02692971	3	25.79542	0.2674998	16.216	9.69537	6.74381	9.77546	19.9763	0.370669
677000	-605.6529	-497.0277	-108.6252	27.00478	0.03719389	0.03399914	0.1367958	0.02555233	4	27.61507	0.170795	18.9266	11.4376	11.0951	10.77	19.2775	0.8009359
677500	-609.2134	-502.8162	-106.3971	22.91443	0.0392225	0.1136543	0.02519302	0.05447322	4	25.16295	0.1388473	17.1124	11.8019	12.4135	11.5975	13.5439	0.1814441
678000	-604.9282	-500.8984	-104.0298	26.09159	0.04783894	0.121481	0.0804404	0.0242153	4	28.31167	0.2019214	16.6181	15.4692	15.1166	10.3731	14.5405	0.3983747
678500	-606.3024	-507.9002	-98.40217	23.49633	0.07694201	0.1153064	0.08936758	0.06747414	5	26.67287	0.204674	20.2484	12.2944	12.1423	7.63332	13.3119	0.4366338
679000	-609.0131	-505.0812	-103.9319	25.0395	0.05762348	0.09208905	0.1262717	0.04866183	4	27.97109	0.2183607	17.9029	12.3811	12.7397	7.49863	14.6164	0.578271
679500	-622.6085	-510.4143	-112.1942	27.61013	0.04318004	0.1138389	0.02059321	0.04814072	3	28.1275	0.1344321	18.653	8.06685	10.0364	9.80261	15.4361	0.1531867
680000	-617.217	-506.0551	-111.1619	24.40499	0.03916549	0.07297483	0.05595954	0.03408492	3	26.58981	0.1289344	17.8456	13.2787	9.44233	9.78976	18.5409	0.4340157
680500	-612.1369	-501.0238	-111.1131	26.70807	0.03712722	0.12227	0.06421956	0.02618147	3	29.36786	0.1864896	19.4761	14.5566	12.7007	10.6398	20.1222	0.3443601
681000	-611.1994	-505.0692	-106.1302	24.29924	0.03176403	0.1002586	0.03173138	0.01466773	4	24.79948	0.13199	16.4191	11.9896	14.9782	7.58451	19.7492	0.2404075
681500	-614.049	-505.0178	-109.0313	22.08752	0.04371673	0.1311275	0.0742814	0.01888028	3	26.25318	0.2054089	16.2413	14.1727	12.0504	9.39777	14.3232	0.3616271
682000	-613.5895	-508.5431	-105.0464	21.92839	0.04968459	0.1510618	0.07154047	0.05686164	4	25.70177	0.2226022	17.3862	13.2068	13.7909	7.47143	14.7355	0.3213825
682500	-612.3003	-504.7947	-107.5056	23.0605	0.04203945	0.1937993	0.05419519	0.05198471	4	23.96725	0.2479945	16.4443	10.1495	10.4522	7.49944	17.2744	0.2185339
683000	-610.309	-500.8187	-109.4902	22.28999	0.04224723	0.107303	0.1089069	0.03046247	3	29.49946	0.2162099	17.6383	7.67204	9.23938	9.2448	12.5535	0.503709
683500	-608.574	-502.9928	-105.5812	23.64141	0.03881228	0.1347741	0.008702622	0.04476653	4	24.38011	0.1434767	18.484	8.31454	14.0177	8.11628	18.6746	0.06065528
684000	-608.1587	-501.9313	-106.2274	26.47857	0.03770026	0.08330064	0.07925982	0.03973999	4	29.85014	0.1625605	17.13	7.19852	8.15959	7.62652	19.9424	0.4875713
684500	-610.7951	-499.7416	-111.0535	27.07177	0.03897707	0.06322269	0.0598011	0.02854877	3	29.68241	0.1230238	16.4212	11.6009	12.1297	9.59034	16.0233	0.4860938
685000	-606.0167	-500.3552	-105.6615	26.72256	0.0576158	0.093839	0.1493821	0.02464284	3	28.38563	0.2432211	17.789	14.2247	14.2721	7.38931	13.9638	0.6141824
685500	-612.523	-499.7362	-112.7868	25.76766	0.03857335	0.08230598	0.183389	0.02116886	3	28.75413	0.265695	17.8205	8.11677	9.68787	7.78303	15.0715	0.6902238
686000	-612.2611	-503.7801	-108.4809	24.61814	0.03946331	0.1622296	0.06699222	0.0293073	4	27.01321	0.2292218	17.3447	7.54046	9.01736	7.44898	18.5969	0.2922594
686500	-614.7015	-507.5508	-107.1507	22.69522	0.03890116	0.03729919	0.114858	0.04494908	4	25.27357	0.1521572	17.7262	12.0145	9.14674	7.9521	17.1676	0.7548641
687000	-613.4371	-505.8245	-107.6126	24.01497	0.03794888	0.1065405	0.03016353	0.03164314	4	29.15391	0.136704	17.8444	7.58804	7.32909	10.8891	17.5122	0.2206485
687500	-610.178	-500.2161	-109.9619	23.06455	0.04360439	0.03275654	0.1103267	0.01979175	3	29.34842	0.1430833	18.0434	11.3343	12.7137	8.28425	13.9546	0.7710666
688000	-613.1247	-500.0063	-113.1184	27.10795	0.03619887	0.09183932	0.1513228	0.02181615	3	28.19661	0.2431622	19.0931	6.64559	6.58251	11.4009	12.7064	0.6223124
688500	-615.9428	-503.4935	-112.4493	28.61034	0.03710579	0.08186158	0.1289908	0.0334601	3	29.4997	0.2108524	16.0623	11.4751	11.7606	7.24879	20.2526	0.6117588
689000	-603.0706	-498.0608	-105.0098	23.74837	0.05057521	0.07401136	0.1144376	0.01158643	4	24.89274	0.188449	16.3045	14.5325	15.847	7.53667	17.1202	0.6072604
689500	-609.9879	-501.5337	-108.4542	27.09276	0.04022808	0.08943723	0.09345121	0.03565398	4	28.35984	0.1828884	18.8756	6.93932	11.2564	8.13762	22.2872	0.5109738
690000	-611.7995	-508.6531	-103.1464	24.03754	0.06363228	0.06363565	0.07664579	0.04289065	4	25.49427	0.1402814	16.8218	9.23398	11.2772	7.31114	17.2321	0.5463716
690500	-606.1659	-502.5179	-103.6481	23.32658	0.05444122	0.1038883	0.04071431	0.02412996	4	23.71254	0.1446026	16.1743	6.78005	6.24233	7.30966	19.7192	0.2815599
691000	-608.9637	-500.435	-108.5287	26.58897	0.03493125	0.06206739	0.05385029	0.03696651	4	29.48147	0.1159177	17.2577	5.96768	12.0086	10.6153	20.4934	0.4645563
691500	-615.3863	-500.9316	-114.4547	28.40929	0.03664609	0.1756106	0.05400173	0.0550387	4	28.82198	0.2296123	16.98	6.93731	10.653	10.7839	18.6017	0.2351865
692000	-608.2012	-500.796	-107.4052	25.32352	0.03542085	0.08971486	0.1477833	0.02918655	4	29.91393	0.2374982	15.9783	9.56271	13.4727	9.58693	21.1587	0.6222503
692500	-613.1849	-499.1184	-114.0665	28.48276	0.03866744	0.04017937	0.1000454	0.01363417	3	29.56094	0.1402247	17.8069	15.0127	12.8003	10.8285	11.8987	0.7134645
693000	-614.2625	-504.914	-109.3486	25.84294	0.04166311	0.005105873	0.1436593	0.03170937	4	28.98346	0.1487652	18.166	14.4348	11.867	7.57999	15.3834	0.9656783
693500	-624.2195	-511.9196	-112.2999	25.04516	0.03444254	0.07640083	0.04239896	0.02511138	3	27.82147	0.1187998	18.887	9.83411	6.64708	7.96291	18.1467	0.3568942
694000	-603.1803	-499.9813	-103.199	18.37565	0.05291293	0.1962406	0.07242324	0.04032528	4	24.52026	0.2686638	16.3671	6.18295	6.97673	7.71194	11.9856	0.2695682
694500	-615.3831	-503.1108	-112.2724	25.32574	0.03802388	0.08746305	0.06561635	0.0299047	3	29.57369	0.1530794	16.1401	9.37865	12.362	11.1524	20.3642	0.4286426
695000	-609.6303	-503.4603	-106.17	27.16159	0.03849082	0.08069293	0.07600513	0.02985655	4	27.45204	0.1566981	18.2217	6.28985	5.70443	10.7896	19.3147	0.4850419
695500	-621.3129	-508.1642	-113.1486	28.19791	0.03453924	0.07480135	0.07883997	0.02474299	3	29.16204	0.1536413	18.9674	14.5273	12.7455	10.6095	15.6959	0.513143
696000	-611.4787	-504.7842	-106.6944	23.55732	0.05430114	0.1559663	0.1863954	0.0423945	3	23.73961	0.3423616	18.7354	13.06	13.3876	9.67221	14.1085	0.54444
696500	-605.2149	-500.2634	-104.9515	22.75831	0.04404335	0.1055762	0.04235274	0.03298415	4	24.78457	0.1479289	16.0719	7.04192	7.61253	9.55961	15.172	0.2863047
697000	-608.6179	-506.7465	-101.8714	25.30359	0.04619715	0.1161264	0.05137035	0.04978917	4	25.68387	0.1674967	17.0049	12.5723	13.3284	8.62276	19.1114	0.3066946
697500	-606.1779	-500.1771	-106.0008	24.57615	0.04495841	0.03814229	0.103827	0.05034618	4	25.51759	0.1419693	19.2706	10.5713	10.6733	9.08719	13.7851	0.7313343
698000	-608.761	-499.9	-108.861	25.56868	0.04034221	0.1323781	0.02409308	0.03205343	4	28.57479	0.1564712	18.084	8.11072	9.01764	11.1058	14.5481	0.1539777
698500	-612.6094	-504.4757	-108.1337	25.31466	0.04422248	0.1055513	0.04558436	0.05106984	4	29.54538	0.1511356	16.2513	14.13	14.4991	7.6462	14.3917	0.3016123
699000	-615.9777	-501.3503	-114.6274	25.63268	0.03551193	0.1276493	0.02224315	0.0825461	3	29.88858	0.1498925	16.6285	11.1251	11.1837	10.2076	19.4471	0.1483941
699500	-607.9163	-503.379	-104.5373	24.00184	0.04272731	0.04427375	0.07463949	0.04037672	4	26.6547	0.1189132	17.0558	9.82796	10.1293	8.82299	18.4405	0.6276802
700000	-616.0049	-507.2427	-108.7623	26.50831	0.0452914	0.06347623	0.1720707	0.02002836	4	28.35554	0.2355469	19.1347	14.54	13.9538	7.95746	20.0817	0.7305156
700500	-618.1571	-503.5093	-114.6478	25.41755	0.03335734	0.1613944	0.08282209	0.02964138	3	25.48571	0.2442165	16.2762	10.605	10.4552	9.94968	15.1201	0.3391339
701000	-628.205	-514.9313	-113.2738	27.59475	0.03586015	0.08230701	0.1478238	0.02737343	3	29.4376	0.2301308	18.3289	14.7023	13.4655	7.75651	15.3635	0.6423468
701500	-607.175	-499.1665	-108.0085	28.83895	0.0388846	0.08846783	0.0840426	0.01600873	4	29.81739	0.1725104	17.6851	10.0582	7.78863	11.3235	22.0713	0.487174
702000	-607.871	-506.8023	-101.0687	23.00499	0.06414318	0.1132132	0.1063271	0.04173347	4	23.51275	0.2195403	16.6847	9.5286	8.07198	8.81428	22.2108	0.484317
702500	-607.1811	-499.8332	-107.3479	23.60818	0.04354863	0.1537932	0.0425716	0.0252993	4	27.0177	0.1963648	18.4782	8.05396	7.35577	9.22809	14.2485	0.2167985
703000	-616.3887	-513.0994	-103.2892	20.72793	0.05070632	0.1199301	0.01502034	0.09810652	5	29.32893	0.1349505	16.5789	6.78536	7.66681	9.4414	15.137	0.1113026
703500	-613.2771	-511.4026	-101.8745	25.57673	0.04711575	0.1760215	0.01013277	0.03865776	5	28.16419	0.1861543	16.1227	5.59332	6.18527	10.5897	14.5067	0.05443209
704000	-611.4016	-507.8597	-103.5419	23.38382	0.05124335	0.06215155	0.1775213	0.0335723	5	24.34448	0.2396728	16.2745	9.67672	11.1792	9.04237	11.7833	0.7406817
704500	-615.6452	-517.7754	-97.86977	19.10908	0.07064093	0.1469767	0.01562518	0.04396541	5	29.69155	0.1626019	18.0897	6.3984	6.91851	11.1369	13.2547	0.09609471
705000	-613.2241	-511.3729	-101.8512	25.84348	0.04405965	0.1296846	0.009196622	0.05178606	5	26.65377	0.1388812	19.705	6.65075	7.04429	9.46567	14.1305	0.06621935
705500	-610.6168	-505.0074	-105.6093	21.52123	0.05478731	0.05162006	0.05293302	0.07091597	4	21.76453	0.1045531	15.9941	14.3411	14.6566	7.92732	12.6374	0.5062789
706000	-609.6565	-504.8532	-104.8033	26.89306	0.05351728	0.06107667	0.1028698	0.01957147	4	28.03893	0.1639465	17.2271	7.68837	8.8118	8.83414	21.7493	0.6274598
706500	-617.9484	-502.3875	-115.5608	27.36052	0.03829166	0.09513217	0.113075	0.03665037	2	29.9613	0.2082072	20.3092	7.21194	6.74869	9.95898	15.8458	0.543089
707000	-609.924	-502.9925	-106.9315	21.57636	0.04734598	0.08608018	0.1097901	0.06916644	3	27.37931	0.1958703	18.737	14.6222	15.4335	7.40968	12.4732	0.5605245
707500	-610.1159	-501.2897	-108.8262	26.27715	0.04811407	0.07011229	0.1053822	0.04871432	3	26.86736	0.1754945	16.0367	13.1188	14.7882	7.73988	15.2756	0.6004872
708000	-619.8868	-508.5504	-111.3364	23.13595	0.05094183	0.1674488	0.06044369	0.02828099	3	28.17953	0.2278925	16.7151	8.4495	12.1242	7.60299	13.2388	0.2652289
708500	-618.7592	-511.1825	-107.5767	25.12216	0.04867685	0.1105989	0.1025431	0.05541401	3	25.69078	0.2131421	20.3617	10.6073	13.8947	8.63555	14.8334	0.4811023
709000	-620.5325	-513.4732	-107.0593	22.87039	0.04112736	0.02600303	0.1403121	0.03048068	3	25.03854	0.1663151	16.4329	15.4285	15.8334	8.10203	12.4181	0.843652
709500	-616.3067	-504.4215	-111.8852	24.9696	0.03927126	0.09037072	0.04690137	0.02744083	2	29.13519	0.1372721	17.1166	13.9457	13.1654	10.4804	21.8183	0.3416672
710000	-605.4274	-501.3646	-104.0628	21.98564	0.04743662	0.09621078	0.1496118	0.02995804	3	23.58586	0.2458225	16.7528	14.4525	13.9921	9.20679	13.6401	0.6086169
710500	-611.9698	-500.572	-111.3978	27.51019	0.04526802	0.1004844	0.1179217	0.01864497	3	29.96869	0.2184061	16.8036	11.1584	9.82711	9.60553	16.3927	0.5399195
711000	-602.6147	-500.9341	-101.6806	21.26576	0.05696198	0.1738454	0.06947727	0.04667764	4	27.94228	0.2433226	16.7576	10.4829	9.76185	8.75744	11.9667	0.2855356
711500	-607.8206	-502.3024	-105.5182	26.13442	0.03671817	0.1111136	0.09237233	0.04106909	4	28.52753	0.2034859	18.0407	15.041	15.2259	10.6784	19.1172	0.4539495
712000	-610.4075	-500.5938	-109.8137	23.23331	0.03219929	0.08865203	0.09789007	0.0658435	4	29.14222	0.1865421	17.4758	5.92284	7.97796	9.2336	16.436	0.5247613
712500	-604.3746	-499.2826	-105.092	24.00777	0.0453475	0.1181076	0.1449891	0.03083162	4	24.08942	0.2630967	16.4259	13.3413	14.6737	7.8847	18.007	0.5510866
713000	-614.8941	-501.7216	-113.1725	27.95182	0.04811737	0.0501261	0.0716844	0.05087381	3	29.53183	0.1218105	16.5044	11.4784	13.1144	10.4092	21.8763	0.5884912
713500	-611.9962	-505.6751	-106.3212	24.28916	0.04094817	0.1105316	0.03646696	0.01602724	4	27.69954	0.1469985	18.1194	11.141	9.70856	9.76535	19.3418	0.248077
714000	-612.2337	-497.7251	-114.5086	24.58075	0.03373524	0.2279276	0.0717238	0.03913218	4	26.68966	0.2996514	16.0644	12.6829	13.5247	10.4876	17.0901	0.2393575
714500	-613.8886	-506.8681	-107.0206	26.18845	0.03442044	0.1039014	0.05341337	0.03750111	4	28.33653	0.1573148	19.4799	14.6566	12.255	9.5664	14.4631	0.3395317
715000	-621.0285	-505.0789	-115.9496	26.73539	0.0347255	0.08700708	0.12844	0.0468139	2	27.43319	0.215447	18.8585	10.863	10.2908	9.07546	14.0496	0.5961556
715500	-613.6527	-505.4599	-108.1928	25.71482	0.05236885	0.03416016	0.2132707	0.02389988	3	28.71427	0.2474308	16.4743	15.3751	15.4245	9.06285	14.7293	0.8619406
716000	-604.414	-497.8398	-106.5742	26.37958	0.03946105	0.05592328	0.08117442	0.04204576	4	29.64959	0.1370977	16.1564	5.38169	5.83073	8.74586	13.2623	0.5920918
