Iteration	Posterior	Likelihood	Prior	age_extant	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	branch_rates_sd	diversification	extinction_rate	fossil_samp_rate	ln_branch_rates_mean	num_samp_anc	origin_time	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	turnover
353500	-360.9783	-499.2462	138.2679	23.70868	0.039805	0.0413899	0.0405244	0.0405474	0.0408076	0.0397793	0.0398695	0.0414176	0.0417645	0.0399819	0.0413107	0.0399196	0.0410912	0.0407778	0.0405564	0.0398077	0.0409296	0.0408149	0.0405832	0.0392615	0.0402288	0.0401056	0.0418101	0.0407089	0.0392611	0.0389329	0.0398513	0.0408469	0.0406698	0.0404867	0.0404906	0.0394017	0.0403268	0.0408256	0.0395718	0.0396613	0.0398812	0.0402952	0.0411376	0.038501	0.0405384	0.0397043	0.04022412	0.02053874	0.1273436	0.01034042	0.04198444	-3.213289	4	26.57845	0.137684	18.2485	17.5949	9.7382	9.48306	10.4967	0.07510256
354000	-367.5513	-505.2922	137.7409	27.43151	0.0368456	0.0365452	0.0371374	0.0377597	0.0376441	0.0366764	0.0361517	0.0367915	0.0385841	0.0362185	0.0372081	0.0364372	0.0352195	0.0374166	0.0383233	0.0379745	0.0377846	0.0370123	0.0378042	0.037927	0.0378448	0.0372327	0.0373057	0.0370554	0.0377836	0.0366399	0.0365955	0.037629	0.0368537	0.0377299	0.037967	0.0373469	0.0369839	0.0378625	0.0379553	0.0369194	0.0369474	0.0374947	0.0376719	0.0381943	0.0368646	0.0374177	0.03733347	0.02239026	0.02150745	0.191316	0.02314377	-3.287865	4	28.49902	0.2128235	22.7002	16.877	10.2214	14.6235	13.9203	0.8989423
354500	-310.9925	-504.4243	193.4318	23.69776	0.0359027	0.0360858	0.0355672	0.0359296	0.035674	0.0359018	0.0359904	0.0358701	0.0355129	0.0358612	0.0360402	0.0360499	0.0360528	0.0360006	0.0354043	0.0355464	0.0358064	0.0357493	0.0356591	0.035805	0.0357338	0.0358089	0.0359355	0.0356404	0.0354893	0.0356226	0.0360618	0.0357717	0.0352767	0.0359528	0.0360548	0.0356576	0.0358629	0.0355114	0.035905	0.0358675	0.0357244	0.0357281	0.035778	0.0358079	0.0356702	0.0361209	0.03579846	0.005501461	0.06630606	0.1118902	0.04587254	-3.32985	4	24.31353	0.1781963	17.1956	17.8784	11.0465	14.5302	10.9707	0.6279043
355000	-317.2458	-505.1005	187.8547	27.17723	0.0358845	0.036473	0.0361987	0.0361777	0.0359483	0.0359266	0.0360341	0.0361375	0.0363899	0.0363827	0.0360119	0.0363092	0.0358439	0.036107	0.0362928	0.036508	0.0362528	0.0359829	0.036316	0.0361936	0.0362654	0.0361883	0.0357776	0.035929	0.0364818	0.0360251	0.0359104	0.03633	0.0362391	0.0360652	0.0364129	0.0362668	0.0361956	0.0361982	0.0361939	0.0363082	0.0359977	0.0361426	0.0356686	0.036013	0.036196	0.0360827	0.0361117	0.006283862	0.1110775	0.06779769	0.007176813	-3.321138	4	28.19786	0.1788752	17.8735	16.116	10.836	7.79444	10.1461	0.3790224
355500	-360.2089	-504.0811	143.8723	22.49586	0.0375473	0.0382575	0.0377634	0.0377808	0.0385432	0.0383374	0.0368702	0.0390598	0.0381213	0.0383105	0.0367903	0.0385286	0.0369778	0.0389439	0.0382753	0.0370491	0.0382409	0.0379654	0.0376531	0.0373468	0.037676	0.0378419	0.038088	0.0393615	0.0378109	0.0381238	0.0383165	0.0386269	0.03734	0.0390923	0.0382099	0.03759	0.0393027	0.0372285	0.0383391	0.0377015	0.0382519	0.0369312	0.0381816	0.0376682	0.0369212	0.0375875	0.03798609	0.01778175	0.1170935	0.06223764	0.03011883	-3.270535	4	25.93119	0.1793312	19.6382	17.9898	9.69718	9.84825	7.89853	0.3470542
356000	-336.2911	-502.4426	166.1516	27.42978	0.037958	0.0387286	0.0386723	0.0396781	0.0380229	0.0377547	0.0388044	0.038041	0.0388732	0.0383949	0.0387921	0.0383599	0.0378922	0.0386924	0.0388411	0.0382398	0.0379029	0.03853	0.0381478	0.03803	0.038715	0.038842	0.0385835	0.0383364	0.0383829	0.0386456	0.0383279	0.0382234	0.0387565	0.0382227	0.037841	0.0383941	0.0386901	0.0386224	0.0382138	0.0382434	0.0390072	0.0386721	0.0389945	0.0385897	0.0386147	0.0385913	0.03848735	0.01057575	0.1297156	0.02795774	0.04910136	-3.257426	4	28.00272	0.1576734	14.7729	19.7827	9.6342	12.8689	13.234	0.1773143
356500	-388.6192	-508.9124	120.2932	27.07665	0.0371275	0.0346505	0.0362066	0.0346482	0.0365308	0.0372566	0.0361243	0.0355353	0.0354241	0.0365705	0.0353257	0.036716	0.0368479	0.0369931	0.0368067	0.0348319	0.0346192	0.0365545	0.0374053	0.0364332	0.0346521	0.0355414	0.0357751	0.0364774	0.0367417	0.0369938	0.0362768	0.0356779	0.0363516	0.0348778	0.0385399	0.0358222	0.0359008	0.0354052	0.0373258	0.0363783	0.0363614	0.0373072	0.0358928	0.0358492	0.0368185	0.0339151	0.03619866	0.02215454	0.03823937	0.084756	0.02439091	-3.318733	3	29.22352	0.1229954	18.3463	18.2451	11.3937	12.5938	13.8219	0.6890991
357000	-411.5638	-501.3489	89.78511	25.626	0.0434434	0.0369012	0.0405378	0.039479	0.0446639	0.0425816	0.0407347	0.0412998	0.040739	0.0428372	0.0340785	0.0417711	0.0419175	0.0415559	0.0416484	0.0400466	0.0408768	0.0409758	0.037537	0.0397946	0.0434688	0.043091	0.0434261	0.0424602	0.0438395	0.0431909	0.0436292	0.0423959	0.0432932	0.0402646	0.0421791	0.0419075	0.0423883	0.0376999	0.0439305	0.0383129	0.0380309	0.040009	0.0404563	0.0421438	0.0395209	0.0409383	0.04149991	0.05596528	0.17785	0.06476741	0.03011753	-3.182064	4	27.73419	0.2426174	17.5672	17.7241	8.13032	13.9144	15.2908	0.2669529
357500	-399.7727	-501.0505	101.2778	25.63085	0.0405821	0.0361698	0.0386821	0.036151	0.0378264	0.0372559	0.036424	0.036711	0.0368735	0.0395685	0.0354396	0.034992	0.0367253	0.0331632	0.0361955	0.0380243	0.0365293	0.0408427	0.0380163	0.0366828	0.0385051	0.0348437	0.0380114	0.0363593	0.0374443	0.0371971	0.0369744	0.0364419	0.0324476	0.0361418	0.0374254	0.0370253	0.0370544	0.0345362	0.034906	0.038128	0.0379994	0.0376492	0.037794	0.0397975	0.0390153	0.0383627	0.0373671	0.05029314	0.04575249	0.04358332	0.03779711	-3.286965	4	28.38637	0.08933581	15.4455	17.3885	9.02065	14.234	14.9925	0.4878595
358000	-454.1085	-499.5031	45.39468	22.94795	0.0306249	0.0265631	0.0253051	0.0324294	0.0300147	0.0427545	0.0328486	0.0436875	0.0409794	0.041448	0.0366697	0.0519226	0.0370523	0.0469926	0.0308996	0.0298848	0.0370267	0.0399038	0.0334466	0.0451802	0.0279233	0.0362817	0.0300341	0.0407962	0.0416716	0.0383073	0.0375131	0.0381275	0.0341094	0.0428595	0.0375499	0.0352473	0.0367494	0.0361865	0.0543928	0.0306232	0.0447135	0.0331974	0.0360435	0.0473166	0.032969	0.0433145	0.03645685	0.1750627	0.02902736	0.08272172	0.02569367	-3.311626	4	24.84495	0.1117491	13.593	18.2325	9.38958	9.99405	11.4781	0.7402452
358500	-466.4483	-497.4833	31.03502	24.71025	0.0391601	0.0293221	0.0474395	0.0375968	0.0314595	0.0338535	0.04468	0.0419997	0.0594106	0.0394347	0.0474376	0.0384109	0.0495739	0.0695833	0.0491519	0.033859	0.0605275	0.0503967	0.0386653	0.0460738	0.0380458	0.0376465	0.0509803	0.0431391	0.0492486	0.0320633	0.0423182	0.0312853	0.0648113	0.0536375	0.0327451	0.0508738	0.0429065	0.0448309	0.0468954	0.0511372	0.0434141	0.0473532	0.0527082	0.0476158	0.0421292	0.0278053	0.04379592	0.2094626	0.1109921	0.09024921	0.03363183	-3.128215	4	29.73967	0.2012413	15.682	16.2407	9.38132	11.1155	11.5771	0.4484628
359000	-423.1907	-505.3465	82.15586	26.66039	0.0369167	0.0367207	0.0376735	0.0391027	0.0368812	0.0328739	0.0348475	0.0434509	0.0336914	0.0387779	0.0322171	0.0339542	0.0357087	0.0357575	0.0367515	0.0342438	0.0386855	0.0360673	0.0346229	0.0429088	0.0366199	0.0387428	0.0363922	0.0409622	0.0356443	0.0393468	0.0361832	0.0345414	0.0335299	0.0364759	0.0330174	0.041848	0.0368257	0.0418203	0.0368292	0.0352606	0.0351145	0.040068	0.0386151	0.0341706	0.0375676	0.0387919	0.03686711	0.07302157	0.06925291	0.07209077	0.02097758	-3.300436	4	26.90697	0.1413437	16.0279	16.9925	8.53884	15.2294	10.8562	0.5100389
359500	-462.9552	-505.1499	42.19468	22.99117	0.0378496	0.0484775	0.0449239	0.0505506	0.0517837	0.0396063	0.0361471	0.0357067	0.0302886	0.0437404	0.0380919	0.046339	0.0437057	0.0493557	0.0390415	0.0397246	0.0420625	0.042477	0.0400499	0.0431685	0.046134	0.0408149	0.0439912	0.0363636	0.0496606	0.0392693	0.0497985	0.0464174	0.0506978	0.0490154	0.0290962	0.0448864	0.0527843	0.0452235	0.0505847	0.0449307	0.0554244	0.0587737	0.0450621	0.045177	0.0427992	0.0336745	0.04395706	0.1477954	0.04635306	0.1267239	0.0377534	-3.124542	3	23.00581	0.1730769	16.3614	18.5607	9.52434	8.03383	8.92351	0.7321823
360000	-425.8617	-502.6425	76.78087	17.90045	0.0482591	0.0447855	0.0443982	0.0514717	0.0450085	0.050931	0.0484873	0.0527939	0.0500813	0.0524899	0.0514206	0.0502761	0.044708	0.0547092	0.0488146	0.0483116	0.0499918	0.0510536	0.051928	0.0517361	0.0456347	0.0461393	0.0541426	0.0496911	0.0488249	0.0483457	0.0453309	0.0489354	0.0476854	0.0477802	0.0576404	0.0507666	0.0496398	0.0465008	0.0476174	0.0520012	0.052342	0.0469609	0.047189	0.0442322	0.0583364	0.0546059	0.04939352	0.06558974	0.06003852	0.08736147	0.02469905	-3.007936	3	23.75349	0.1474	12.2376	20.3037	9.05292	14.9416	12.9365	0.592683
360500	-450.6315	-507.8842	57.25267	22.33502	0.054312	0.0683415	0.0552929	0.0538096	0.0504029	0.0566134	0.0534618	0.0570177	0.0581288	0.0572913	0.0574301	0.0569262	0.0539551	0.0461181	0.0534125	0.0459606	0.0544714	0.0536063	0.053815	0.0533086	0.0572499	0.0564825	0.057101	0.0530178	0.0685472	0.0501431	0.0467932	0.0563537	0.0546701	0.0476722	0.0509994	0.0514532	0.0525105	0.0530037	0.055711	0.0562621	0.0536012	0.0434869	0.057031	0.04967	0.0545373	0.0667887	0.05483516	0.08433378	0.085098	0.1209485	0.03385383	-2.903424	2	22.48444	0.2060465	11.7739	18.1602	8.91329	13.4694	12.6294	0.5869961
361000	-439.2172	-507.8326	68.61548	24.25963	0.0457055	0.0370455	0.0317731	0.0339605	0.0382662	0.0428261	0.0327039	0.0370671	0.0367984	0.0344889	0.0339262	0.0420775	0.0356625	0.034774	0.0440184	0.043277	0.0339048	0.0463608	0.0394397	0.0410925	0.0462882	0.0419217	0.0373117	0.0456115	0.0420324	0.0397388	0.0371622	0.0393773	0.0364802	0.0406884	0.0431936	0.0367907	0.0391274	0.0463563	0.0354132	0.0392899	0.0406537	0.0394269	0.0362371	0.03513	0.0390322	0.0377696	0.03846916	0.1146963	0.08903181	0.0293252	0.06334619	-3.257898	4	25.20279	0.118357	22.9995	16.6239	9.97878	13.6581	13.2809	0.2477691
361500	-376.3398	-504.9866	128.6468	20.87653	0.04555	0.0465121	0.0488557	0.0460146	0.0462558	0.0453987	0.0453805	0.0458425	0.0441557	0.0453323	0.045734	0.0455303	0.044681	0.0454065	0.0460738	0.0458223	0.0444733	0.0452325	0.0442313	0.0468253	0.0443231	0.0454364	0.045527	0.0456434	0.0468832	0.0468828	0.0451799	0.0461206	0.0452417	0.0464108	0.0452195	0.0449608	0.0454049	0.0461146	0.0459045	0.0458483	0.0453518	0.0469137	0.0464617	0.0453678	0.0459169	0.0466524	0.04555719	0.01765954	0.04571788	0.1512575	0.05141596	-3.088787	3	23.12662	0.1969754	15.3047	20.2548	10.9366	10.9658	8.39072	0.7679006
362000	-416.5636	-500.1939	83.63031	25.1956	0.040604	0.0365764	0.0414547	0.0367217	0.0398569	0.0388526	0.0406984	0.0375723	0.0404076	0.0403709	0.0393821	0.0413098	0.0395027	0.0340905	0.0436376	0.0420053	0.0399364	0.0398818	0.0378216	0.0383801	0.0411767	0.0431392	0.038487	0.0376511	0.0393999	0.0381048	0.038621	0.0436016	0.0389126	0.0417991	0.0428837	0.0401574	0.0445542	0.042653	0.0379338	0.0426648	0.0374041	0.0361299	0.0376355	0.0407724	0.0473269	0.0417234	0.04026404	0.06042743	0.06521922	0.07103993	0.05734225	-3.212297	3	25.72489	0.1362592	22.2091	16.0922	9.04936	5.7266	7.75183	0.521359
362500	-407.1558	-503.5187	96.36298	27.0014	0.0334315	0.0358414	0.0349552	0.0343878	0.036607	0.0352122	0.0358956	0.0386454	0.0338517	0.0359792	0.0352202	0.0396996	0.0342779	0.0366927	0.034491	0.032472	0.0357687	0.0335475	0.0319847	0.0323512	0.0374008	0.0352482	0.036533	0.0355742	0.0345616	0.0323829	0.0357282	0.0351179	0.0319242	0.0334456	0.0354939	0.0332727	0.0372652	0.0358416	0.0367234	0.0363367	0.0366782	0.0366381	0.0367344	0.0357808	0.0365553	0.0366968	0.03524535	0.04620512	0.05884066	0.2072353	0.03561632	-3.345422	3	29.3313	0.2660759	18.5693	17.3007	9.69911	9.06044	9.45611	0.7788576
363000	-383.493	-500.9471	117.4541	26.88156	0.0479964	0.045046	0.0464328	0.0481079	0.0448179	0.0447724	0.0469629	0.0469063	0.0470208	0.0451214	0.0467538	0.0436554	0.0468014	0.0465305	0.046206	0.0471595	0.0465788	0.0457403	0.0467692	0.0467918	0.0479019	0.0452026	0.0445077	0.0437867	0.0456073	0.0456589	0.0459148	0.0445239	0.0456105	0.0457613	0.0457495	0.0449583	0.0470819	0.0468686	0.0460137	0.0442442	0.0471186	0.0454277	0.0436329	0.0468559	0.0436634	0.0458673	0.0459414	0.02523393	0.1829527	0.03023548	0.06264126	-3.080389	4	26.91171	0.2131882	17.0285	19.4177	9.71012	12.1676	14.3382	0.1418253
363500	-474.5453	-500.2407	25.69541	27.3886	0.0192311	0.0321707	0.0284483	0.045736	0.0453764	0.0319053	0.0327257	0.0240038	0.0181397	0.0399019	0.0228182	0.0281918	0.0342884	0.0345676	0.0287018	0.0204202	0.0286302	0.0162963	0.016547	0.0551037	0.0435063	0.0212883	0.0321378	0.0291033	0.0207502	0.025303	0.0295607	0.0374661	0.0381632	0.0210284	0.0272448	0.0458485	0.0194391	0.034008	0.0327908	0.0231715	0.0363665	0.0266948	0.0237209	0.031416	0.0287602	0.0235185	0.02817117	0.2634019	0.06773139	0.029988	0.0304085	-3.569456	3	29.55528	0.09771939	15.992	16.119	9.48246	11.9207	9.69168	0.3068787
364000	-501.4552	-496.3175	-5.137695	24.93577	0.0633592	0.0159005	0.0391164	0.0522234	0.103654	0.0513	0.0737951	0.103012	0.0665191	0.0801215	0.0248279	0.068931	0.0449281	0.0415979	0.102513	0.0389886	0.0546693	0.0640054	0.0562664	0.0348171	0.0465099	0.0636571	0.0396391	0.0639373	0.0214351	0.0421557	0.0333988	0.0549222	0.0311372	0.0680012	0.0425526	0.0507978	0.0328899	0.030155	0.0381095	0.0504196	0.0340225	0.0303989	0.0510565	0.0537713	0.0596717	0.0658379	0.04950284	0.4150791	0.04785153	0.07394234	0.04639821	-3.005725	3	29.45446	0.1217939	20.9318	17.6675	8.50416	6.85343	6.9625	0.6071105
364500	-446.8682	-495.0947	48.22649	26.54979	0.039598	0.0358492	0.0319964	0.0376639	0.047731	0.0370454	0.0411991	0.045089	0.0466297	0.038676	0.0310577	0.0349247	0.0411273	0.0355258	0.0306765	0.0433278	0.0387094	0.0332974	0.0393114	0.040034	0.0502706	0.0369101	0.047444	0.0537211	0.0346395	0.0367783	0.0387166	0.035402	0.0294364	0.0362296	0.0303519	0.0402436	0.0362155	0.0473703	0.0397321	0.0434164	0.0284667	0.0437145	0.046084	0.0325097	0.0345607	0.0460027	0.03974326	0.1714038	0.1602165	0.03997271	0.02006732	-3.225315	4	26.86446	0.2001892	18.4213	17.2832	9.17057	6.69573	7.78118	0.1996746
365000	-440.7297	-501.8892	61.15952	27.55395	0.0467403	0.0395811	0.0403469	0.041075	0.0405299	0.0402166	0.0387579	0.0557388	0.0473311	0.042379	0.0397509	0.0414582	0.0445821	0.0453638	0.0427779	0.0391593	0.0384612	0.0403408	0.0355447	0.0405913	0.0437459	0.0530137	0.0451336	0.0421536	0.0413081	0.0455088	0.0460586	0.0390218	0.0434281	0.0362608	0.0420591	0.0395419	0.0500119	0.0461476	0.046463	0.0494218	0.0404192	0.0423809	0.0515609	0.0408635	0.0410987	0.0535184	0.04395286	0.1072527	0.07616094	0.08846623	0.03660073	-3.124638	4	27.82007	0.1646272	20.789	16.2175	11.4565	7.06708	7.68625	0.5373732
365500	-426.5444	-500.7519	74.20754	26.973	0.042675	0.0339417	0.0376206	0.0332205	0.0403874	0.037808	0.0405274	0.0370651	0.038669	0.0333017	0.0411145	0.035811	0.03442	0.0371134	0.042083	0.0396261	0.0340512	0.0349303	0.0327399	0.039449	0.0390007	0.0413579	0.0352251	0.0349972	0.0400839	0.037829	0.0339122	0.0346812	0.0333729	0.0402404	0.0426168	0.0409171	0.0348583	0.0343079	0.0335263	0.0363744	0.0350639	0.0356501	0.0392505	0.0419983	0.036626	0.0342452	0.03716283	0.07162626	0.1261002	0.1652506	0.02223888	-3.292446	3	29.77819	0.2913509	21.6621	17.6733	9.62708	10.6032	8.44543	0.5671877
366000	-488.163	-500.3398	12.17682	24.66416	0.0314828	0.0289015	0.0233852	0.0480559	0.0225298	0.0493801	0.0460897	0.0425448	0.0324257	0.0527892	0.0303116	0.0326688	0.0755773	0.0542478	0.0270382	0.0497178	0.0309806	0.0404067	0.0516955	0.0276249	0.0374958	0.0284998	0.0561252	0.0246812	0.0323695	0.0201654	0.0261751	0.0483822	0.0270775	0.0274888	0.0571619	0.0569005	0.0556923	0.0505898	0.0365367	0.0181197	0.0233587	0.0455337	0.0249895	0.0224928	0.0266601	0.0467792	0.03488989	0.3738178	0.0787298	0.03490009	0.04838951	-3.355558	3	28.77194	0.1136299	15.9068	16.7189	8.53779	12.0325	12.3121	0.3071383
366500	-404.4233	-501.8929	97.46963	21.38673	0.0475598	0.0543819	0.0546389	0.0551701	0.0527183	0.0505051	0.0521853	0.0507493	0.0528692	0.0531837	0.0541198	0.0551838	0.0522341	0.0506516	0.052358	0.0533111	0.0536069	0.0572723	0.0536894	0.0505945	0.0527964	0.0512482	0.0510287	0.0492647	0.0505494	0.0545524	0.050565	0.0520396	0.053096	0.0534335	0.0535244	0.0536544	0.0502741	0.0522209	0.0499791	0.0516804	0.0504676	0.0505321	0.0542876	0.0537248	0.0500975	0.0521604	0.05199904	0.04165491	0.08569411	0.1569154	0.05169137	-2.95653	4	25.65696	0.2426096	16.477	16.9774	11.3066	7.46982	8.1091	0.6467818
367000	-436.8663	-496.2658	59.39955	23.38987	0.0387086	0.0505884	0.040797	0.0418266	0.0426171	0.0440219	0.0398356	0.0372379	0.0358651	0.0402241	0.0412188	0.0399836	0.0373696	0.0455684	0.0431472	0.0384096	0.0429764	0.0386016	0.0407732	0.0361491	0.0379351	0.0337417	0.046565	0.043808	0.0397096	0.0348978	0.0427738	0.0462331	0.0354603	0.0431645	0.0380358	0.041815	0.0422009	0.0406134	0.037909	0.0334143	0.0432369	0.053486	0.0460809	0.0387993	0.0396665	0.0369545	0.03999446	0.1423286	0.07807072	0.1628696	0.02110668	-3.219014	3	26.79998	0.2409403	13.0048	16.3321	9.48823	9.35763	10.8151	0.6759749
367500	-440.5955	-513.3963	72.80077	23.31251	0.0466936	0.0509193	0.0477777	0.0568535	0.0506036	0.0533111	0.0510203	0.0521901	0.0483117	0.0496506	0.0645026	0.0479925	0.0459517	0.0517955	0.0492538	0.0472	0.0508539	0.0459054	0.0489919	0.0494935	0.0550043	0.0438617	0.0491872	0.0469484	0.0444634	0.0501544	0.04917	0.043701	0.0477494	0.050277	0.0475294	0.044569	0.0554971	0.046602	0.0463981	0.0479588	0.0461219	0.0473765	0.0508727	0.0495375	0.0426369	0.0548211	0.04903521	0.07201067	0.1149354	0.1245206	0.03856145	-3.015217	4	25.64962	0.239456	20.0989	16.377	7.85996	9.51349	12.2821	0.5200146
368000	-386.1663	-503.1154	116.949	23.27428	0.0489368	0.051237	0.050266	0.0514558	0.0520976	0.0490207	0.0482883	0.0503992	0.05274	0.0501108	0.0501827	0.04983	0.0513314	0.0488204	0.0505211	0.0516359	0.0510234	0.0479728	0.0498304	0.0531461	0.0506253	0.0532341	0.0490766	0.0515271	0.0518071	0.0514994	0.0492854	0.050093	0.0515512	0.0519503	0.0511042	0.0504257	0.0515623	0.0530115	0.0496185	0.0517835	0.0489621	0.0498448	0.049179	0.051301	0.0509073	0.0507151	0.05071964	0.0232784	0.08604929	0.03240798	0.04237531	-2.981442	4	28.13376	0.1184573	16.0437	16.1039	10.2179	15.1755	13.5723	0.2735837
368500	-443.1974	-501.0266	57.82925	21.67652	0.0496024	0.0453273	0.0465349	0.0561732	0.0558669	0.0440004	0.0611846	0.0569114	0.0549783	0.0547916	0.0624247	0.0508511	0.0498224	0.053795	0.0464086	0.0409214	0.050928	0.0622314	0.0575474	0.0542201	0.046603	0.0484973	0.053092	0.0532031	0.0511134	0.0451485	0.045048	0.0522184	0.0585646	0.0526828	0.0550423	0.0598274	0.0414918	0.0446669	0.0512712	0.0475963	0.0512308	0.0537469	0.0503821	0.046776	0.0546862	0.0564801	0.05193824	0.1203423	0.07704349	0.08478	0.03190239	-2.9577	4	26.95803	0.1618235	13.2718	16.3303	7.44498	15.2538	15.179	0.5239042
369000	-363.7667	-502.9495	139.1828	23.0894	0.0574972	0.0566821	0.0568414	0.0557378	0.0553341	0.0563371	0.0560501	0.0563702	0.0586668	0.0562962	0.0558519	0.0559956	0.0568268	0.0570384	0.0571689	0.0566337	0.0571619	0.0563881	0.0572238	0.0576555	0.0558277	0.0571033	0.0556116	0.0563984	0.0562968	0.0572513	0.056018	0.0552925	0.0568956	0.0572487	0.0571933	0.0565058	0.054786	0.0546798	0.0552473	0.054919	0.0561384	0.0575414	0.0575819	0.0560668	0.0564703	0.055042	0.05645624	0.01605721	0.1328669	0.0721872	0.04258354	-2.874289	5	23.43507	0.2050541	18.1581	15.9807	9.53532	14.3806	12.4644	0.3520398
369500	-434.0624	-502.8554	68.79298	22.02727	0.0442357	0.0526517	0.0480147	0.0460651	0.0470527	0.0556767	0.0600146	0.0550563	0.0513289	0.0467575	0.0543017	0.0517604	0.0488825	0.0524282	0.0525483	0.0463102	0.0486694	0.0562467	0.0487801	0.0523587	0.0519123	0.0492154	0.0542611	0.055076	0.0490274	0.058333	0.0458214	0.0506074	0.0436339	0.0570318	0.0454666	0.0519278	0.0545442	0.049879	0.0556251	0.0473583	0.055415	0.0497176	0.0515993	0.0439647	0.0540399	0.05089	0.05140642	0.09465679	0.1471307	0.009681924	0.07129431	-2.967992	4	23.6223	0.1568126	14.4395	16.6105	7.59016	10.0756	10.0366	0.06174199
370000	-430.1321	-516.1253	85.99325	23.37885	0.0572085	0.0620526	0.0548389	0.0630962	0.0603881	0.0642121	0.0593467	0.0581439	0.0563515	0.0577855	0.0593341	0.0563432	0.0518965	0.0566376	0.057763	0.056055	0.0596524	0.0584592	0.0566556	0.0594147	0.0648872	0.061626	0.062162	0.0514937	0.0598859	0.0595038	0.0544117	0.0569226	0.0565169	0.0601658	0.0554554	0.0565675	0.0537933	0.0647284	0.058538	0.0596603	0.0543547	0.0563205	0.0602247	0.063767	0.0561997	0.0566171	0.05790838	0.05250852	0.1058311	0.09469523	0.03026278	-2.848893	5	24.23183	0.2005263	13.5351	20.0024	7.3647	14.2873	10.5119	0.4722335
370500	-430.0257	-503.7647	73.73898	21.34395	0.0429883	0.0424686	0.0386605	0.0436961	0.0439092	0.0458536	0.0382204	0.0421963	0.0410258	0.0387308	0.0365215	0.0431149	0.0455935	0.0435389	0.0465382	0.0392964	0.0373516	0.0416344	0.0363872	0.0445551	0.0419056	0.0438228	0.0451449	0.0422458	0.0360749	0.0421064	0.0399293	0.0432877	0.038139	0.0411041	0.047366	0.0434353	0.0439556	0.0408423	0.0398386	0.0366665	0.0454045	0.0462318	0.0362938	0.0364176	0.0367151	0.0392038	0.04084736	0.09489262	0.1064335	0.0278077	0.01864968	-3.197913	4	24.14752	0.1342412	17.5216	16.8473	10.1837	9.48054	10.0734	0.2071473
371000	-391.0446	-506.66	115.6154	24.91791	0.0371338	0.0376689	0.0380607	0.0395947	0.0385851	0.0402582	0.0394235	0.0382648	0.0397036	0.0393977	0.0394955	0.0377383	0.0377433	0.0386112	0.0399598	0.0374312	0.0354938	0.0383191	0.0370088	0.0382456	0.0374192	0.0383183	0.0400735	0.0362771	0.0390808	0.0384593	0.0366635	0.0386836	0.0379559	0.0385116	0.0398338	0.0398461	0.0399851	0.0386525	0.0371304	0.0405393	0.0375054	0.036414	0.0392232	0.0369832	0.0374165	0.0377192	0.03818772	0.040266	0.1016487	0.03825475	0.06568052	-3.265241	4	26.31393	0.1399034	16.6187	17.1603	7.44373	6.38387	7.52712	0.2734369
371500	-370.401	-502.3131	131.9121	26.60579	0.0378032	0.038606	0.0379311	0.0381542	0.0372496	0.0389898	0.0376067	0.0377998	0.0384462	0.0380688	0.0386938	0.0383907	0.038595	0.0386445	0.0381631	0.0379761	0.0370784	0.0386688	0.0374418	0.0378879	0.0389383	0.0385453	0.0386704	0.0405298	0.0372717	0.0382578	0.0389159	0.0393225	0.0383621	0.0387608	0.0375409	0.0383241	0.0364064	0.0391451	0.0394707	0.0371624	0.03956	0.0388642	0.0377437	0.038767	0.0378159	0.0380465	0.03821962	0.0208927	0.08347718	0.069273	0.01182308	-3.264406	3	28.64879	0.1527502	13.7259	19.9185	10.7331	9.84398	9.96358	0.4535052
372000	-381.3033	-506.0045	124.7012	28.76713	0.040316	0.0399081	0.0395886	0.0419099	0.0404765	0.0412575	0.0396668	0.04042	0.0415426	0.0412057	0.0414015	0.0390875	0.0399658	0.040062	0.0389064	0.0399073	0.0399565	0.0385002	0.0401665	0.0402501	0.041704	0.0400146	0.0390527	0.0394627	0.0393407	0.0387503	0.0398387	0.0393691	0.0392649	0.039177	0.0405372	0.0415076	0.0406461	0.0387699	0.0399322	0.0398215	0.040314	0.0380248	0.040102	0.0398294	0.0400833	0.0396536	0.0398863	0.02738869	0.0530314	0.157753	0.01832677	-3.221722	2	29.04489	0.2107844	14.2991	19.0028	8.80532	12.5837	11.7005	0.7484093
